ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
10742,Calumet Cermak,IGA - MPEA - HOTEL,2121 S Prairie Av,Metropolitan Pier and Exposition Authority,,Intergovernmental agreement with Metropolitan Pier and Exposition Authority concerning construction and rehabilitation of property at approximately 2121 S Prairie Ave.,3/5/14,"$55,000,000 ","$421,500,000 ",41.85365089,-87.62053358
1298,47th/Ashland,Bishop Plaza,4626 S Bishop St,"Bishop Plaza, L.L.C.",99,"The project consists of redevelopment of the former site of Bishop Plaza Shopping Center that previously included a Jewel grocery store and a gas station service station.  The project will rehabilitate a 56,000 square foot building, constructing a 6,000 square foot building, environmental remediation of the former gas station, and redesign of the current parking lot.",10/14/03,"$2,200,000 ","$10,240,542 ",41.80964645,-87.66148556
1418,Near South <Central Station,Roosevelt Hotel,1152 S Wabash Av,"Roosevelt Hotel, LLC",286,"Located in the Loop, the project includes the complete rehabilitation and renovation of an existing building into 42 residential units including 20% affordable units and 3,400 square feet of retail space.",6/27/00,"$2,350,000 ","$8,140,042 ",41.86769438,-87.62597903
1772,67th/Cicero,IGA - CPD - Park 0484 - Madigan Fields,4701 W 67th St,Chicago Park District,2126,Intergovernmental agreement between the City of Chicago and the Chicago Park District.,9/9/09,"$2,824,023 ","$2,824,023 ",41.77105533,-87.7396707
1017,Near West <Madison/Racine,Hellenic Museum,333 S Halsted St,United Hellenic American Congress,295,"Located in the Near West community, the project consists of construction of a 40,000 square foot museum and cultural center.",10/23/01,"$3,500,000 ","$15,266,333 ",41.87695338,-87.64706347
1672,Central West,IGA - CPD - Park 0210 - Union,1501 W Randolph St,Chicago Park District,1064,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/11,"$700,000 ","$700,000 ",41.88471128,-87.66428183
1601,47th/State,TRC Sr Village I,346 E 53rd St,"TRC Senior Village I, NFP",891,The TRC Sr Village I project is located in the 47th/State TIF district. The new construction project consists of a 7-story building with 70 HOME financed affordable housing units for seniors and 25 parking spaces.,4/12/09,"$725,000 ","$13,826,130 ",41.79854996,-87.61745669
1408,Eastman/North Branch,Essanay Studio Lighting,1346 N North Branch St,Essanay Studio & Lighting Co.,275,"Located in the Near North Side community, the project includes construction of a sound stage production facility.  The project consists of demolishing part of an existing building, rehabilitating the remaining 10,000 square foot structure, and construction of two additions totally 26,000 square feet.  There are two sound stages, offices, warehouses, and conference areas within the building.",5/9/95,"$394,000 ","$2,922,000 ",41.90585864,-87.65671979
11039,LaSalle Central,IGA - CTA - Bus Rapid Transit - Loop - LaSalle Central,127 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,3/10/14,"$6,600,000 ","$31,500,000 ",41.8831007,-87.63171323
1430,Stockyards I-C,Culinary Foods,4201 S Ashland Av,Culinary Foods,301,"Located in the New City community area, the project includes construction of a 100,000 square foot manufacturing and warehouse facility and a 75,000 square foot freezer and warehouse facility.",5/11/93,"$5,000,000 ","$22,909,033 ",41.81768373,-87.6650402
1573,Kinzie Industrial Corridor,CB2,240 N Ashland Av,"Peppercorn 240, LLC",793,"The CB2 Project is located in the Kinzie Industrial Corridor TIF District. The project consists of the rehabilitation of 50,000 square feet 3-story office building.",10/14/08,"$3,400,000 ","$16,226,000 ",41.88665513,-87.66716335
1448,Central Loop,Oxford House - Hotel Monaco,225 N Wabash Av,Chicago Oxford Associates LP,374,"Located in the Loop, the project includes the redevelopment and renovation of the former Oxford House Hotel as Hotel Monaco.  The hotel will include 191 rooms, a restaurant, and 5,000 square feet of meeting space.  The project also includes public infrastructure improvements.",6/30/98,"$1,608,871 ","$27,408,871 ",41.88642433,-87.62616828
1591,Diversey/Narragansett,IGA - CPD - Park 0123 - Riis,6100 W Fullerton Av,Chicago Park District,840,The project includes costs associated with the construction of an artificial turf soccer/football field.,6/9/10,"$1,000,000 ","$1,115,671 ",41.92389772,-87.77821098
10620,Midwest,East Park SRO,3300 W Maypole Av,The Habitat Company,,"East Park SRO, located in the East Garfield Park Community area. includes the rehabilitation of a completely affordable 152-Unit SRO apartment building plus 1 Residential Managers Unit. The property serves low and very low income  tenants whose income is at 60% of AMI and below.",6/14/16,"$5,212,175 ","$16,666,443 ",41.88369802,-87.7089025
12291,Madden/Wells,Madden Wells - 2-C - Rental Retail,3753 S Cottage Grove Av,"Oakwood Shores Terrace Apartments Associates L.P. and Arches Retail Development, LLC",,"Located in Oakland community, the project includes construction of 48 residential rental units including 36 affordable units at 60% area median income and 28,000 square foot medical clinic and offices.",9/8/09,"$2,100,000 ","$23,537,443 ",41.82635959,-87.60796701
1757,Northwest Industrial Corridor,IGA - CPD - Park 1021 - Augusta,4433 W Augusta Bv,Chicago Park District,2110,An intergovernmental agreement between the City of Chicago and Chicago Park District. -IGA pending,1/24/12,"$145,000 ","$400,000 ",41.8987269,-87.73738695
1286,72nd/Cicero,Tootsie Roll,7401 S Cicero Av,"Tootsie Roll Industries, Inc. et al",79,"Located in West Lawn community, the project consists of rehabilitating a 2 million square foot manufacturing, distribution, and warehouse facility.  The project also includes 500,000 square foot expansion and environmental remediation.",9/29/93,"$43,400,000 ","$217,000,000 ",41.758728,-87.74153566
1013,Clark/Montrose,Black Ensemble Theater,4440 N Clark St,Black Ensemble Theater Corp.,148,"Located in the Uptown community, the project constructed a 299-seat performing arts theater with a small balcony.  The facility will also include a 150-seat training/educational theater, a small restaurant, office/administrative area, and 42 on-site parking spaces.",8/9/05,"$6,000,000 ","$13,500,000 ",41.96283444,-87.66636331
11085,Jefferson Park,IGA - CTA - Blue Line Modernization - Your New Blue - Jefferson Park,4915 N Milwaukee Av,Chicago Transit Authority,,"Renovation of CTA Blue Line Jefferson Park station in order to highlight its significant function as an intermodal facility serving CTA, Metra and Pace riders.",3/18/15,"$5,000,000 ","$25,000,000 ",41.97013948,-87.762557
1367,Pratt/Ridge,S & C Electric,6601 N Ridge Bv,"S&C Electric Co., a Delaware corp.",206,"The development site contains twenty buildings, housing approximately 1,125,000 square feet of manufacturing space.  The project will rehabilitate and renovate the existing buildings, construct new buildings, purchase machinery and equipment, and train employees.  The project will consist of seven phases.",3/8/05,"$39,735,000 ","$138,150,000 ",42.00174202,-87.67841912
1049,Stockyards Annex,815 W. Pershing,815 W Pershing Rd,"GFP Alliance Chicago, LLC",2063,"Located in the New City Community, 815 W. Pershing improves a recently constructed 104,000 square foot industrial building.  The industrial facility includes warehouse and distribution center which has tenants that include:  2020 Exhibits, Goodman Distribution, and US Government Drug Enforcement Agency.",10/23/12,"$917,000 ","$15,115,468 ",41.82334035,-87.64655385
1616,Fullerton/Milwaukee,Sachs Hairpin - Lofts,2802 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",941,The Sachs Hairpin Lofts project is located in the Fullerton/Milwaukee TIF District. The project consists of the rehabilitation of a 6-story building containing 28 residential rental units. 25 units will be affordable.,11/27/09,"$7,151,770 ","$11,062,899 ",41.93200234,-87.7124818
1444,Near South <Central Station,Spertus Institute,610 S Michigan Av,"Spertus College of Judaica, an IL not for profit corp",364,"Located in the Loop, the project constructed a new 10-story building.  The 138,000 square foot building will include a college, museum, and library.  The building will also have a green roof and a 400 seat auditorium.",10/11/05,"$3,000,000 ","$57,700,000 ",41.87417385,-87.62437357
11448,Western Avenue North,IGA - CPD - Welles Park - Fieldhouse Roof,2333 W Sunnyside Av,Chicago Park District,,"Intergovernmental agreement between the City of Chicago and the Chicago Park District to provide $400,000 TIF to reconstruct and repair the roof of the fieldhouse at Welles Park. Improvements include, bathroom, locker room, pool and playground expansion.",12/9/15,"$400,000 ","$400,000 ",41.96304075,-87.68773712
1257,Central Loop,332 S Michigan Ave,332 S Michigan Av,330 S Michigan Ave. LLC,45,"Located in the Loop, the project includes renovation and rehabilitation of the first 14 floors of the building.  The building  also upgrades the life and safety systems.",11/10/98,"$2,030,000 ","$23,338,030 ",41.87748018,-87.62444659
1423,Near South <Central Station,Filmworks Lofts Condo,1318 S Wabash Av,Wabash L.P.,291,"The project includes rehabilitation and conversion of three-story and ten-story structures as 87 residential condominium units, and construction of 56 indoor and 64 outdoor parking spaces.  The condominium units include a mix of 1-bedroom and 2-bedroom units ranging in size from 800 to 1,800 square feet.",6/14/94,"$2,060,000 ","$12,535,698 ",41.86518461,-87.62592795
1316,Archer Courts,Archer Courts - Phase I - Apts,2242 S Princeton Av,Community Housing Partners XV L.P.; Chicago Community Development Corp.; et Voice of the People,121,"Located in Armour Square, the project includes the rehabilitation of two apartment buildings.  The buildings will have 147 units with 145 of those units affordable at 60% area median income.",1/12/99,"$2,500,000 ","$11,040,129 ",41.85157794,-87.63492035
10856,Near South <Central Station,Blackstone Hotel,636 S Michigan Av,Sage Hospitality Resources,,"The project is a rehabilitation of 636 South Michigan Avenue as the Blackstone Hotel, designated as a Chicago Landmark. The project is a rehabilitation of approximately 291,000 square feet of hotel space as a Marriott Renaissance Hotel with 334 rooms, and the restoration of historic exterior facades and interior spaces, including the main lobby, the Crystal Ballroom, the Art Hall and English Room, Governor's Suite and Presidential Suite.",6/14/05,"$18,000,000 ","$112,125,765 ",41.87365926,-87.6243595
1320,Lake Calumet Area Industrial,Keebler,10839 S Langley Av,"Keebler Company, Inc and Atlantic Financial Group, Ltd.",127,"Located in Pullman, the project includes construction of new structures and rehab existing structures into 290,000 square feet of manufacturing facility.  The project consists of renovating the Central Steel Co property and AFG property.",10/9/01,"$2,056,700 ","$18,381,940 ",41.69652101,-87.60592476
1383,Central Loop,201 N Wells,201 N Wells St,201 North Wells Investors L.L.C,235,"Located in the Loop, the project includes rehabilitation and renovation of a previous office building as a 293 rental apartments with 20% affordable units, and renovate the exterior and lobby.  The project will also include 5,600 square feet of retail space and 8,200 square feet of office/commercial space.",4/13/99,"$7,000,000 ","$40,602,000 ",41.88575873,-87.63378405
1238,126th/Torrence,Ford Supplier Park - CMC,12600 S Torrence Av,"Chicago Manufacturing Campus, LLC",12,"Located in South Deering community, the project includes construction of an industrial park primarily for tenants providing services to Ford.  The project consists of infrastructure and landscape improvements, creating at least 1000 new jobs, and additional off-site infrastructure improvements.",10/9/01,"$17,183,334 ","$88,228,423 ",41.66611299,-87.55900308
11049,Near South <Central Station,IGA - CPD - Park Women's Park,1620 S Indiana Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,3/6/13,"$3,800,000 ","$3,800,000 ",41.85973536,-87.6225137
500278,Western Avenue North,IGA - CPD - Welles Park,2333 W Sunnyside Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,5/6/14,"$1,300,000 ","$1,300,000 ",41.96304075,-87.68773712
1241,Roosevelt/Canal,UPS - 14th Union,1500 S Jefferson St,"United Parcel Service, Inc.",16,"UPS has proposed the assemblage, remediation and redevelopment of three privately owned parcels, one parcel beneath an elevated portion of the Dan Ryan Expressway that is controlled by the State of Illinois and two street vacations. The project will also include the reconfiguration and renovation of existing UPS structures and parking improvements that are located east of the Dan Ryan Expressway.  The remediation and redevelopment of several lots totaling 770,000 square feet and include feeder lots with a total of 758 parking spaces.  The project will also include relocation of utilities, installing gateways, and signage.",7/13/04,"$6,933,800 ","$24,151,801 ",41.86177616,-87.64215041
10738,LaSalle Central,IGA - CTA - Quincy Loop Station,220 S Wells St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and the Chicago Transit Authority,12/11/13,"$15,700,000 ","$15,700,000 ",41.8786923,-87.63389582
10711,35th/Halsted,Vienna Beef,1000 W Pershing Rd,"Vienna Beef, Ltd.",,"The Vienna Beef project is located in the 35/Halsted TIF district. This project consists of the acquisition, relocation and renovation of the Vienna Beef manufacturing facility. The facility will be relocated from 2501 N. Damen to an existing under-utilized 103,445 square feet facility within the TIF district located at 1000 West Pershing Road.",6/11/13,"$4,970,000 ","$12,268,346 ",41.82350098,-87.65091032
1353,69th/Ashland,Food 4 Less,7030 S Ashland Av,Ralphs Grocery Company,186,"Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.",9/14/04,"$977,000 ","$11,878,878 ",41.76579077,-87.66396689
500448,Woodlawn,Harris Park,6200 S Drexel Av,Chicago Park District,,"The Park District is requesting  $2,000,851 from the Woodlawn TIF for HVAC replacement and energy savings to the Harris Park fieldhouse.    The new heating and cooling systems will be integrated into the Park District-s web-based building automated system, and is part of the District-s district wide $20M energy savings program.",1/17/13,"$1,000,425 ","$2,000,850 ",41.7821713,-87.6044919
1438,Jefferson/Roosevelt,Home Depot - Jefferson Roosevelt,1300 S Clinton St,"Home Depot U.S.A., Inc.",309,"Located in the Near West community, the project includes construction of a Home Depot shopping center and a parking garage.  The project will also reconstruction of a viaduct and access/entrance ramps.",3/9/04,"$5,400,000 ","$31,995,000 ",41.86553468,-87.64081331
500276,63rd/Ashland,Lindblom Park (4565),6054 S Damen Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,10/16/13,"$2,000,000 ","$2,000,000 ",41.78318436,-87.67415389
1497,Goose Island,"1140 North Branch Development, LLC",1140 N North Branch St,"Raffin Properties, Inc.",612,"The Water Saver Faucet Phase I project is located in the River West TIF District. The industrial economic redevelopment project consists of the retention and expansion of an existing manufacturing plant containing 79,200 square feet of industrial space. The project will expand the manufacturing facility by an additional 45,000 square feet.",12/11/07,"$750,000 ","$14,833,750 ",41.90242568,-87.65472488
1760,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark III - Boathouse,3400 N Rockwell St,Chicago Park District,2113,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,6/6/12,"$1,000,000 ","$7,400,000 ",41.94305204,-87.69384443
10728,Calumet Cermak,IGA - MPEA - Cermak Road Streetscape Project,2161 S Prairie Av,Metropolitan Pier and Exposition Authority,,Intergovernmental agreement with Metropolitan Pier and Exposition Authority for provision of Tax Increment Financing (TIF) assistance for Cermak Road Streetscape Project.,6/5/13,"$360,000 ","$360,000 ",41.85298223,-87.62051906
500242,Stony Island Commercial/Burnside Industrial,Dixon Park (4007),8701 S Dauphin Av,Chicago Park District,,"Lorraine Dixon Park is located at 8701 S Dauphin Street. 
 
Alderman Harris is requesting $1M from the Stony Island TIF for improvements to this park, which include a new park entry / garden, path improvements, and playground replacement to meet current Park District standards.    
 
Total cost of the project is $1M.   (Reimburse at $200k per year for 5 years) 
 
Uses Budget: 
Park entry plaza with gardens            $120,000 
Walkways, landscaping, lighting         $230,000 
New playground and spray feature    $440,000 
Survey and permits                              $10,000 
General construction                          $100,000 
Design                                                    $100,000 
Total =                                                   $1,000,000 
 
This project is identified in the 2012 - 2016 Park District Capital Improvement Plan.",12/31/13,"$350,000 ","$725,000 ",41.73663799,-87.6010468
1776,47th/Halsted,IGA - CPD - Park 0448 - Metcalfe,4134 S State St,Chicago Park District,2131,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/11,"$125,000 ","$125,000 ",41.81915078,-87.62648898
1617,Fullerton/Milwaukee,Sachs Hairpin - Retail,2800 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",942,"The Sachs Hairpin Retail project is located in the Fullerton/Milwaukee TIF district. The project consist of the redevelopment of an existing 6-story building into a 7,000 square feet retail space and 8,000 square feet art center.",12/8/09,"$1,210,000 ","$3,340,035 ",41.93192434,-87.71238139
1781,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - II - Fieldhouse,6871 W Belden Av,Chicago Park District,2138,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,1/18/12,"$1,050,000 ","$1,050,000 ",41.92103326,-87.79791006
1807,35th/State,IIT / Townsend Development,3440 S Dearborn St,"Townsend Chicago, LLC",19,"The project consists of a 126,000 square feet rehabilitation of office/institutional space into flexible research/office space, used to house tech business incubators.  The building is in the former Chemical Research Building on  IIT campus.",6/14/05,"$13,400,000 ","$13,400,000 ",41.83159643,-87.62793058
10636,Near South <Central Station,IGA - CPD - Park 0561 - 1611 - 1629 S. Wabash,1629 S Wabash Av,Chicago Park District,,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,12/14/11,"$3,515,404 ","$3,985,000 ",41.85939549,-87.6254989
1586,Hollywood/Sheridan,IGA - PBC - Edgewater Library,6000 N Broadway,Public Building Commission,816,An intergovernmental agreement between the City of Chicago and the Public Building Commission,7/28/11,"$1,125,000 ","$12,054,193 ",41.99095924,-87.66044275
1304,Diversey/Narragansett,Brickyard,6465 W Diversey Av,"W9/MLM R.E. L.P. and W9/MLM Brickyard, L.L.C.",107,"Located in the Belmont/Cragin community, the project consists of demolishing all buildings on the 50 acre site and constructing a 575,000 square foot retail center with 2,300 parking spaces.",1/14/03,"$26,500,000 ","$109,959,532 ",41.93084733,-87.78807046
1058,24th/Michigan,Broad Shoulders Brewery,2337 S Michigan Av,BSB Holdings LLC,2246,"Located in the Near South Side community, Broad Shoulders Brewery is rehabilitating a three story building into a 5,130 square foot micro-brewery/tasting room and 3,716 square foot office space.  Work includes interior improvements and historically sensitive exterior restoration.",8/14/12,"$628,000 ","$3,140,000 ",41.8500047,-87.62358624
10987,Wilson Yard,Wilson Yard,1035 W Montrose Av,"Wilson Yard Development I, LLC",,"Located in the Uptown community, the project demolished two buildings to construct a 180,000 square foot Target department store, 15,000 square foot Aldi grocery store, senior housing, low-income housing, additional retail, and 555 parking spaces.

The Low Income Project shall mean the 98 units financed with HOME funds and required to be occupied by Low Income families.",9/14/04,"$54,228,392 ","$162,752,711 ",41.96164646,-87.65628357
12414,Western Avenue South,IGA - CBE - ADA - Coonley III,4046 N Leavitt St,Chicago Public Schools,,Intergovernmental Agreement between the city of Chicago and Chicago Board of Education,9/1/17,"$1,294,770 ","$1,294,770 ",41.95554905,-87.68380195
1481,Stony Island Commercial/Burnside Industrial,IGA - CPD - Park 0237 - Jesse Owens,2100 E 88th St,Chicago Park District,590,An intergovernmental agreement between the City of Chicago and the Chicago Park District,12/1/09,"$1,650,000 ","$8,600,000 ",41.73537624,-87.57319359
1429,Sanitary and Ship Canal,Hawthorne Campbell Industrial Park,2600 W 35th St,Hawthorne-Campbell Holdings L.P.,299,A redevelopment agreement between the City of Chicago and Hawthorne Campbell Industrial Park.,1/12/93,"$1,271,000 ","$1,271,000 ",41.83029607,-87.69005861
11635,Central West,McCrory Senior Apartments,1637 W Washington Bv,"Brinshore Development, LLC",,"Located in the Near West Side community area, the project includes construction of a five-story rental affordable building for seniors. The project will provide 62 housing units of which 7 units or 11 percent will be affordable for households earning no more than 30% percent of the area median income and 55 units or 89 percent will be affordable for households earning no more than 60% percent of the area median income.",5/10/16,"$3,500,000 ","$17,526,863 ",41.88316474,-87.66838158
500274,67th/Cicero,Park 484 (madigan Fields) (4247),4700 W 67th St,Chicago Park District,,"Park 484 is located at 4701 W 67th Street, within the West Lawn community area. 

Previously, the City provided $2.8M TIF to the Chicago Park District for the reconstruction of athletic fields to current standards (and accommodate the placement of Pasteur School).

Project Scope: The previous scope did not include lighting.  This current request provides lighting to the main baseball field.  

Total request / cost = $110,000.

The fields are programmed by the Midway Little League for after school and weekend play.   Providing lighting will allow the little league to expand their programming to accommodate the strong demand for use of the baseball fields.",12/9/13,"$110,000 ","$110,000 ",41.77127482,-87.73967651
11452,Lincoln Avenue,IGA - CPD - Park 526 (Devon/McCormick),6073 N Lincoln Av,Chicago Park District,,"The Chicago Park District is receiving $600,051 from Lincoln Avenue TIF to construct a new park at Devon and McCormick Blvd, on MWRD property which would be leased to the Park District. The Park District is proposing to improve the property with walking paths, landscaping to Park District standards, and incorporate fitness stations.  The park connects to the Park District Chicago River trail to the south, and the Lincolnwood sculpture park trail to the north.",6/22/16,"$600,051 ","$600,051 ",41.99228985,-87.71023826
1336,Northwest Industrial Corridor,Merlin Coke,1401 N Cicero Av,"MLRP-Merlin, LLC, with limited joinder by Coca-Cola Enterprises Inc.",159,"Located in the Austin community, the project includes the complete rehabilitation of 209,000 square feet space as a distribution and office facility for Coca-Cola.",2/14/06,"$3,225,000 ","$7,045,345 ",41.90608046,-87.74589088
1275,Fullerton Normandy,Home Depot - Fullerton Normandy,2555 N Normandy Av,Home Depot Corp.,63,"Located in Montclare community area, the project includes demolishing an existing structure and constructing a 130,000 square foot single story Home Depot store.  The store will include a 28,000 square foot outdoor garden and 700 parking spaces.",9/14/93,"$3,100,000 ","$17,500,000 ",41.92692481,-87.79275105
1397,Chatham Ridge,87th Dan Ryan Shopping Center,112 W 87th St,L&O Partnership,259,"The project includes construction of an 186,000 square foot shopping center on a 14 acre site.  The project will also consist of 6 outlot buildings totaling 33,000 square feet, 700 parking spaces, and landscaping.",11/25/86,"$3,151,400 ","$21,706,560 ",41.73638005,-87.62750922
10731,73rd/Kedzie,Nabisco,7300 S Kedzie Av,"Nabisco, Inc.",,"Located in Chicago Lawn, the project includes installing three new baking lines at the Nabisco plant.",6/16/94,"$60,000,000 ","$378,900,000 ",41.76066858,-87.7028548
10730,Near South <Central Station,IGA - CTA - Red Line Harrison Station Rehabilitation,608 S State St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and the Chicago Transit Authority to provide Tax Increment Financing (TIF) assistance for rehabilitation of Harrison Street rapid transit station on the Red Line.,11/15/12,"$10,000,000 ","$10,000,000 ",41.87437816,-87.62775403
1041,Western/Rock Island,Home Run Inn,10900 S Western Av,"CP MOK Properties, LLC.",1150,"The streamlined TIF request was for the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.",8/9/11,"$350,000 ","$1,556,995 ",41.6953463,-87.68141536
1621,Central West,Viceroy Hotel,1519 W Warren Bv,"Heartland Housing, Inc",950,"The Viceroy Hotel project is located in the Central West TIF district. The project consist of the rehabilitation of a six-story elevator building, formerly known as the Viceroy Hotel, into 89 affordable single room occupancy studio rental apartments with approximately 2,000 square feet of ground floor commercial space and surface parking.",7/12/11,"$3,876,673 ","$22,296,720 ",41.88227183,-87.66598098
11796,North Pullman,Whole Foods Distribution Center,10700 S Doty Av East,Chicago Neighborhood Initiative,,"Located in the Pullman Community, the Whole Foods Distribution Center will be a new 140,000 square foot warehouse and distribution facility within the North Pullman TIF. The City will enter into an agreement with Chicago Neighborhood Initiatives (CNI) to demolish, clear, and prepare the site which was previously home to Ryerson Steel. Once their work is complete CNI will convey the property to a 3rd party developer that will complete the vertical construction and then lease the facility to Whole Foods.",4/12/16,"$8,400,000 ","$8,142,176 ",41.7003709,-87.5929754
1038,LaSalle Central,JMC Steel,227 W Monroe St,JMC,1111,"Located in the loop, JMC Steel  leased approximately 29,080 square feet of commercial office space.  The project includes the build-out  of the JMC space and the use of the space as the national headquarters for JMC Steel Group, Inc.",9/13/11,"$840,292 ","$4,696,602 ",41.88053925,-87.63459246
1740,Jefferson Park,IGA - CPD - Park 0145 - Wilson,4630 N Milwaukee Av,Chicago Park District,2055,"New playground at 4630 North Milwaukee Avenue, Chicago, Illinois with poured-in place rubberized surfacing, age-appropriate equipment, swings, landscaping, fencing, lighting, paving, and site furnishings. The requested $500,000 in TIF funds includes park design, demolition, drainage, utilities, remediation, earthwork, construction, and related activities.",8/23/11,"$500,000 ","$500,000 ",41.96478289,-87.7582487
1602,Chicago Lakeside Dev - Phase 1 (USX),South Works - McCaffery,8101 S Brandon Av,"Chicago Lakeside Development, LLC",894,"The South Works McCaffery project is located in the Chicago Lakeside Dev - Phase 1 (USX) TIF District. The project is a mixed-use development consisting of a single tower with 250 residential rental units. In addition, the project contains 136 affordable units for sale and 3 high-rise buildings with 598 units. Infrastructure and utility work is also included.",5/11/10,"$96,859,748 ","$396,693,757 ",41.7482691,-87.54661793
1253,Goose Island,Republic Windows,930 W Evergreen Av,"Republic Windows & Doors, Inc.",38,"Located in the Near North Side community area, the project includes construction of 325,000 square foot window fabrication and office facility on a 15 acre site.  The project also includes infrastructure and other related improvements.",5/14/96,"$9,132,000 ","$36,987,715 ",41.90502126,-87.65251954
1271,Near South <Central Station,Jewel Osco Near South,1224 S Wabash Av,"American Stores Properties, Inc.",59,"Located in the Near South Side community, the project includes construction of a 40,000 square foot grocery store and drugstore, 15,000 square feet storage mezzanine, 148 parking spaces, two retail space outlots with 1,200 and 1.500 square feet each.  The project also includes buffer for CTA station exit and landscaping.",8/26/99,"$5,600,000 ","$20,621,090 ",41.86672435,-87.62596115
1417,Near North,North Town Village II,1421 N Halsted St,NTV Limited Partnership,284,"Thirty-two (32) buildings to be located on Lots 2, 4-25, 27-30 and 33-36 in the Plat of Subdivision of North Town Village Chicago, Illinois, and which shall contain, as of the completion of construction thereof, 145 multi-family residential dwelling units, 40 of which will comprise the Low-Income Project. The 40 CHA units to be financed with HOME Funds and required to be occupied by Low-Income Families.",10/12/99,"$8,600,000 ","$55,000,000 ",41.9070155,-87.64803227
11732,Calumet Cermak,Prairie Avenue Pocket Park,2103 S Prairie Av,Metropolitan Pier and Exposition Authority,,"Development of a ? acre public park with a playground, water feature, dog-friendly area, and passive plaza space.  The new park will be owned, managed and maintained my MPEA.  CenterPoint Properties donated the $5 million cost of the land, MPEA agreed to cover all long-term operating costs, and $2 million in TIF will cover construction costs.",2/10/16,"$2,000,000 ","$7,000,000 ",41.85419744,-87.62054505
1265,Pilsen Industrial Corridor,Steiner American Linen,2665 S Leavitt St,Steiner Corp.,53,"Located in the Lower West Side community, Steiner American Linen will relocate from their current facility at 225 W. Chestnut to a new 150,000 square foot laundry facility which they will construct. In addition, they will reuse 11,000 square feet of recently constructed storage and truck maintenance space, rehabilitate 10,000 square feet of existing office space, and demolish the existing garage and freight terminal.",5/8/01,"$3,560,000 ","$25,238,110 ",41.84356405,-87.68036209
1527,Central Loop,Lytton Bldg - Chicago Info Tech Exchange,14 E Jackson Bv,"State CITE, L.L.C.",671,"Located in the Loop, the project consists of rehabilitation of a building for use by information technology companies.  The project renovated 121,000 square feet of office space, 25,000 square feet of retail space, exterior facades, and installation of IT improvements.",2/9/99,"$8,000,000 ","$36,521,000 ",41.87833292,-87.62717897
1318,Lakefront,Lake Park Crescent - Phase I - Rental,4100 S Lake Park Av,"Lake Park Crescent, L.P.",123,"New construction of 148 units of mixed-income rental housing in the first phase and 143 units of mixed income for-sale housing in the phases two and three.  The rental phase will consist of twelve 6-flats and one 8-story mid-rise building, with 60 public housing units, 52 affordable units and 36 market-rate units.",7/9/02,"$552,000 ","$38,180,097 ",41.82001671,-87.60099796
500259,Portage Park,IGA - CPD - Park 0084 - Kilbourn,3501 N Kilbourn Av,Chicago Park District,,"The construction of a new playground at Kilbourn Park including
demolition and removal of old playground equipment and landscaping, purchase and installation
of new playground equipment, landscaping as needed per overall project (restorative and/or
improved), and utility, grading/paving, and drainage as needed per overall project.",2/4/14,"$350,000 ","$350,000 ",41.94450485,-87.73951111
1024,71st/Stony Island,Montclare Senior Residences Of Avalon Park Phase 1,1200 E 78th St,"Montclare Senior Residences of Avalon Park Phase I, LLC et al",740,New construction of 102 all affordable senior units consisting of 60 1-bedroom and 42 studio units. Common space on the ground floor includes activity spaces and medical facility.,5/13/08,"$1,850,000 ","$22,077,495 ",41.75332086,-87.5954564
1461,Northwest Industrial Corridor,Brach's - 401 N Cicero,401 N Cicero Av,MLRP 401 Cicero LLC,408,Construct 520k sf LEED certified distribution / light industrial facility with 200 parking spaces,1/8/08,"$10,600,000 ","$42,676,609 ",41.88795951,-87.74540567
