ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
10711,35th/Halsted,Vienna Beef,1000 W Pershing Rd,"Vienna Beef, Ltd.",,"The Vienna Beef project is located in the 35/Halsted TIF district. This project consists of the acquisition, relocation and renovation of the Vienna Beef manufacturing facility. The facility will be relocated from 2501 N. Damen to an existing under-utilized 103,445 square feet facility within the TIF district located at 1000 West Pershing Road.",06/11/2013,$4970000,$12268346,1170253.469724503,1879012.726376867,41.823500979,-87.650910317,"(41.823500978721, -87.650910317374)"
1353,69th/Ashland,Food 4 Less,7030 S Ashland Av,Ralphs Grocery Company,186,"Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.",09/14/2004,$977000,$11878878,1166858.451866189,1857955.501468137,41.76579077,-87.663966886,"(41.765790770432, -87.663966886455)"
500448,Woodlawn,Harris Park,6200 S Drexel Av,Chicago Park District,,"The Park District is requesting  $2,000,851 from the Woodlawn TIF for HVAC replacement and energy savings to the Harris Park fieldhouse.    The new heating and cooling systems will be integrated into the Park District-s web-based building automated system, and is part of the District-s district wide $20M energy savings program.",01/17/2013,$1000425,$2000850,1183033.207828521,1864056.325682762,41.782171303,-87.6044919,"(41.782171303084, -87.604491899946)"
1438,Jefferson/Roosevelt,Home Depot - Jefferson Roosevelt,1300 S Clinton St,"Home Depot U.S.A., Inc.",309,"Located in the Near West community, the project includes construction of a Home Depot shopping center and a parking garage.  The project will also reconstruction of a viaduct and access/entrance ramps.",03/09/2004,$5400000,$31995000,1172882.04787634,1894351.696908163,41.865534678,-87.640813312,"(41.865534677771, -87.64081331229)"
500276,63rd/Ashland,Lindblom Park (4565),6054 S Damen Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,10/16/2013,$2000000,$2000000,1164030.761645841,1864272.127830504,41.78318436,-87.674153891,"(41.783184360398, -87.674153891355)"
1497,Goose Island,"1140 North Branch Development, LLC",1140 N North Branch St,"Raffin Properties, Inc.",612,"The Water Saver Faucet Phase I project is located in the River West TIF District. The industrial economic redevelopment project consists of the retention and expansion of an existing manufacturing plant containing 79,200 square feet of industrial space. The project will expand the manufacturing facility by an additional 45,000 square feet.",12/11/2007,$750000,$14833750,1168986.423507652,1907764.488535634,41.902425677,-87.654724876,"(41.902425676806, -87.654724876495)"
1760,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark III - Boathouse,3400 N Rockwell St,Chicago Park District,2113,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,06/06/2012,$1000000,$7400000,1158226.523075392,1922486.97700569,41.943052041,-87.693844427,"(41.943052041089, -87.693844426951)"
10728,Calumet Cermak,IGA - MPEA - Cermak Road Streetscape Project,2161 S Prairie Av,Metropolitan Pier and Exposition Authority,,Intergovernmental agreement with Metropolitan Pier and Exposition Authority for provision of Tax Increment Financing (TIF) assistance for Cermak Road Streetscape Project.,06/05/2013,$360000,$360000,1178447.905447559,1889822.857647959,41.852982233,-87.620519055,"(41.852982233334, -87.620519054867)"
500242,Stony Island Commercial/Burnside Industrial,Dixon Park (4007),8701 S Dauphin Av,Chicago Park District,,"Lorraine Dixon Park is located at 8701 S Dauphin Street. 
 
Alderman Harris is requesting $1M from the Stony Island TIF for improvements to this park, which include a new park entry / garden, path improvements, and playground replacement to meet current Park District standards.    
 
Total cost of the project is $1M.   (Reimburse at $200k per year for 5 years) 
 
Uses Budget: 
Park entry plaza with gardens            $120,000 
Walkways, landscaping, lighting         $230,000 
New playground and spray feature    $440,000 
Survey and permits                              $10,000 
General construction                          $100,000 
Design                                                    $100,000 
Total =                                                   $1,000,000 
 
This project is identified in the 2012 - 2016 Park District Capital Improvement Plan.",12/31/2013,$350000,$725000,1184114.065616973,1847472.338129763,41.736637992,-87.601046799,"(41.736637991706, -87.601046798701)"
1776,47th/Halsted,IGA - CPD - Park 0448 - Metcalfe,4134 S State St,Chicago Park District,2131,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/2011,$125000,$125000,1176922.908944393,1877481.350145822,41.819150781,-87.626488978,"(41.819150781484, -87.626488977782)"
1617,Fullerton/Milwaukee,Sachs Hairpin - Retail,2800 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",942,"The Sachs Hairpin Retail project is located in the Fullerton/Milwaukee TIF district. The project consist of the redevelopment of an existing 6-story building into a 7,000 square feet retail space and 8,000 square feet art center.",12/08/2009,$1210000,$3340035,1153212.789548615,1918394.941983178,41.931924344,-87.712381386,"(41.931924343765, -87.712381385897)"
1781,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - II - Fieldhouse,6871 W Belden Av,Chicago Park District,2138,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,01/18/2012,$1050000,$1050000,1129964.897457384,1914269.277665427,41.92103326,-87.797910055,"(41.921033260116, -87.797910055236)"
1807,35th/State,IIT / Townsend Development,3440 S Dearborn St,"Townsend Chicago, LLC",19,"The project consists of a 126,000 square feet rehabilitation of office/institutional space into flexible research/office space, used to house tech business incubators.  The building is in the former Chemical Research Building on  IIT campus.",06/14/2005,$13400000,$13400000,1176492.71686362,1882013.261342546,41.831596425,-87.627930577,"(41.83159642537, -87.627930577252)"
10636,Near South <Central Station,IGA - CPD - Park 0561 - 1611 - 1629 S. Wabash,1629 S Wabash Av,Chicago Park District,,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,12/14/2011,$3515404,$3985000,1177071.932372913,1892148.609194516,41.859395485,-87.625498897,"(41.85939548521, -87.62549889719)"
1586,Hollywood/Sheridan,IGA - PBC - Edgewater Library,6000 N Broadway,Public Building Commission,816,An intergovernmental agreement between the City of Chicago and the Public Building Commission,07/28/2011,$1125000,$12054193,1167176.574126726,1940014.135742834,41.990959238,-87.660442745,"(41.990959238233, -87.660442745415)"
1304,Diversey/Narragansett,Brickyard,6465 W Diversey Av,"W9/MLM R.E. L.P. and W9/MLM Brickyard, L.L.C.",107,"Located in the Belmont/Cragin community, the project consists of demolishing all buildings on the 50 acre site and constructing a 575,000 square foot retail center with 2,300 parking spaces.",01/14/2003,$26500000,$109959532,1132620.001993975,1917862.407877987,41.930847334,-87.788070456,"(41.930847333658, -87.788070455877)"
1058,24th/Michigan,Broad Shoulders Brewery,2337 S Michigan Av,BSB Holdings LLC,2246,"Located in the Near South Side community, Broad Shoulders Brewery is rehabilitating a three story building into a 5,130 square foot micro-brewery/tasting room and 3,716 square foot office space.  Work includes interior improvements and historically sensitive exterior restoration.",08/14/2012,$628000,$3140000,1177621.248938479,1888730.928508031,41.850004696,-87.623586244,"(41.850004695528, -87.623586243667)"
10987,Wilson Yard,Wilson Yard,1035 W Montrose Av,"Wilson Yard Development I, LLC",,"Located in the Uptown community, the project demolished two buildings to construct a 180,000 square foot Target department store, 15,000 square foot Aldi grocery store, senior housing, low-income housing, additional retail, and 555 parking spaces.

The Low Income Project shall mean the 98 units financed with HOME funds and required to be occupied by Low Income families.",09/14/2004,$54228392,$162752711,1168391.684685905,1929341.323920814,41.961646462,-87.656283569,"(41.961646462012, -87.656283568885)"
12414,Western Avenue South,IGA - CBE - ADA - Coonley III,4046 N Leavitt St,Chicago Public Schools,,Intergovernmental Agreement between the city of Chicago and Chicago Board of Education,09/01/2017,$1294770,$1294770,1160924.13677464,1927061.470285601,41.955549054,-87.683801946,"(41.955549054004, -87.683801945993)"
1481,Stony Island Commercial/Burnside Industrial,IGA - CPD - Park 0237 - Jesse Owens,2100 E 88th St,Chicago Park District,590,An intergovernmental agreement between the City of Chicago and the Chicago Park District,12/01/2009,$1650000,$8600000,1191720.195356246,1847078.482400383,41.735376241,-87.57319359,"(41.735376241326, -87.573193589687)"
1429,Sanitary and Ship Canal,Hawthorne Campbell Industrial Park,2600 W 35th St,Hawthorne-Campbell Holdings L.P.,299,A redevelopment agreement between the City of Chicago and Hawthorne Campbell Industrial Park.,01/12/1993,$1271000,$1271000,1159564.488866354,1881406.50386932,41.830296068,-87.690058613,"(41.830296068038, -87.690058613483)"
11635,Central West,McCrory Senior Apartments,1637 W Washington Bv,"Brinshore Development, LLC",,"Located in the Near West Side community area, the project includes construction of a five-story rental affordable building for seniors. The project will provide 62 housing units of which 7 units or 11 percent will be affordable for households earning no more than 30% percent of the area median income and 55 units or 89 percent will be affordable for households earning no more than 60% percent of the area median income.",05/10/2016,$3500000,$17526863,1165323.057405757,1900716.694840972,41.883164738,-87.668381581,"(41.883164738227, -87.668381580849)"
500274,67th/Cicero,Park 484 (madigan Fields) (4247),4700 W 67th St,Chicago Park District,,"Park 484 is located at 4701 W 67th Street, within the West Lawn community area. 

Previously, the City provided $2.8M TIF to the Chicago Park District for the reconstruction of athletic fields to current standards (and accommodate the placement of Pasteur School).

Project Scope: The previous scope did not include lighting.  This current request provides lighting to the main baseball field.  

Total request / cost = $110,000.

The fields are programmed by the Midway Little League for after school and weekend play.   Providing lighting will allow the little league to expand their programming to accommodate the strong demand for use of the baseball fields.",12/09/2013,$110000,$110000,1146190.38632923,1859802.200656377,41.771274821,-87.739676508,"(41.771274821137, -87.739676508031)"
11452,Lincoln Avenue,IGA - CPD - Park 526 (Devon/McCormick),6073 N Lincoln Av,Chicago Park District,,"The Chicago Park District is receiving $600,051 from Lincoln Avenue TIF to construct a new park at Devon and McCormick Blvd, on MWRD property which would be leased to the Park District. The Park District is proposing to improve the property with walking paths, landscaping to Park District standards, and incorporate fitness stations.  The park connects to the Park District Chicago River trail to the south, and the Lincolnwood sculpture park trail to the north.",06/22/2016,$600051,$600051,1153635.98292874,1940396.587528322,41.992289847,-87.710238258,"(41.992289847302, -87.710238258017)"
1336,Northwest Industrial Corridor,Merlin Coke,1401 N Cicero Av,"MLRP-Merlin, LLC, with limited joinder by Coca-Cola Enterprises Inc.",159,"Located in the Austin community, the project includes the complete rehabilitation of 209,000 square feet space as a distribution and office facility for Coca-Cola.",02/14/2006,$3225000,$7045345,1144159.234990476,1908913.155480153,41.90608046,-87.745890879,"(41.906080460151, -87.745890878556)"
1275,Fullerton Normandy,Home Depot - Fullerton Normandy,2555 N Normandy Av,Home Depot Corp.,63,"Located in Montclare community area, the project includes demolishing an existing structure and constructing a 130,000 square foot single story Home Depot store.  The store will include a 28,000 square foot outdoor garden and 700 parking spaces.",09/14/1993,$3100000,$17500000,1131355.38637244,1916424.969601002,41.926924806,-87.792751048,"(41.926924805601, -87.792751048065)"
1397,Chatham Ridge,87th Dan Ryan Shopping Center,112 W 87th St,L&O Partnership,259,"The project includes construction of an 186,000 square foot shopping center on a 14 acre site.  The project will also consist of 6 outlot buildings totaling 33,000 square feet, 700 parking spaces, and landscaping.",11/25/1986,$3151400,$21706560,1176892.365214485,1847318.001371464,41.736380046,-87.627509219,"(41.736380045588, -87.627509219026)"
10731,73rd/Kedzie,Nabisco,7300 S Kedzie Av,"Nabisco, Inc.",,"Located in Chicago Lawn, the project includes installing three new baking lines at the Nabisco plant.",06/16/1994,$60000000,$378900000,1156263.152524936,1856008.860226838,41.760668583,-87.702854797,"(41.760668583144, -87.702854797154)"
10730,Near South <Central Station,IGA - CTA - Red Line Harrison Station Rehabilitation,608 S State St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and the Chicago Transit Authority to provide Tax Increment Financing (TIF) assistance for rehabilitation of Harrison Street rapid transit station on the Red Line.,11/15/2012,$10000000,$10000000,1176412.732050429,1897603.215606213,41.87437816,-87.627754027,"(41.874378160279, -87.627754027465)"
1041,Western/Rock Island,Home Run Inn,10900 S Western Av,"CP MOK Properties, LLC.",1150,"The streamlined TIF request was for the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.",08/09/2011,$350000,$1556995,1162292.764405723,1832249.722835735,41.6953463,-87.681415356,"(41.695346300279, -87.681415356429)"
1621,Central West,Viceroy Hotel,1519 W Warren Bv,"Heartland Housing, Inc",950,"The Viceroy Hotel project is located in the Central West TIF district. The project consist of the rehabilitation of a six-story elevator building, formerly known as the Viceroy Hotel, into 89 affordable single room occupancy studio rental apartments with approximately 2,000 square feet of ground floor commercial space and surface parking.",07/12/2011,$3876673,$22296720,1165979.299577472,1900396.393420138,41.882271828,-87.665980977,"(41.882271827668, -87.665980976692)"
11796,North Pullman,Whole Foods Distribution Center,10700 S Doty Av East,Chicago Neighborhood Initiative,,"Located in the Pullman Community, the Whole Foods Distribution Center will be a new 140,000 square foot warehouse and distribution facility within the North Pullman TIF. The City will enter into an agreement with Chicago Neighborhood Initiatives (CNI) to demolish, clear, and prepare the site which was previously home to Ryerson Steel. Once their work is complete CNI will convey the property to a 3rd party developer that will complete the vertical construction and then lease the facility to Whole Foods.",04/12/2016,$8400000,$8142176,1186430.663727311,1834275.840898303,41.700370901,-87.592975401,"(41.700370900643, -87.592975400943)"
1038,LaSalle Central,JMC Steel,227 W Monroe St,JMC,1111,"Located in the loop, JMC Steel  leased approximately 29,080 square feet of commercial office space.  The project includes the build-out  of the JMC space and the use of the space as the national headquarters for JMC Steel Group, Inc.",09/13/2011,$840292,$4696602,1174532.013138974,1899833.07471013,41.88053925,-87.634592464,"(41.88053924995, -87.634592463514)"
1740,Jefferson Park,IGA - CPD - Park 0145 - Wilson,4630 N Milwaukee Av,Chicago Park District,2055,"New playground at 4630 North Milwaukee Avenue, Chicago, Illinois with poured-in place rubberized surfacing, age-appropriate equipment, swings, landscaping, fencing, lighting, paving, and site furnishings. The requested $500,000 in TIF funds includes park design, demolition, drainage, utilities, remediation, earthwork, construction, and related activities.",08/23/2011,$500000,$500000,1140651.77601413,1930281.624598247,41.964782886,-87.7582487,"(41.964782885585, -87.758248700129)"
1602,Chicago Lakeside Dev - Phase 1 (USX),South Works - McCaffery,8101 S Brandon Av,"Chicago Lakeside Development, LLC",894,"The South Works McCaffery project is located in the Chicago Lakeside Dev - Phase 1 (USX) TIF District. The project is a mixed-use development consisting of a single tower with 250 residential rental units. In addition, the project contains 136 affordable units for sale and 3 high-rise buildings with 598 units. Infrastructure and utility work is also included.",05/11/2010,$96859748,$396693757,1198930.774144858,1851841.713601376,41.748269101,-87.546617934,"(41.748269100824, -87.546617934366)"
1253,Goose Island,Republic Windows,930 W Evergreen Av,"Republic Windows & Doors, Inc.",38,"Located in the Near North Side community area, the project includes construction of 325,000 square foot window fabrication and office facility on a 15 acre site.  The project also includes infrastructure and other related improvements.",05/14/1996,$9132000,$36987715,1169579.273872976,1908715.078090108,41.905021262,-87.652519544,"(41.905021262319, -87.652519544385)"
1271,Near South <Central Station,Jewel Osco Near South,1224 S Wabash Av,"American Stores Properties, Inc.",59,"Located in the Near South Side community, the project includes construction of a 40,000 square foot grocery store and drugstore, 15,000 square feet storage mezzanine, 148 parking spaces, two retail space outlots with 1,200 and 1.500 square feet each.  The project also includes buffer for CTA station exit and landscaping.",08/26/1999,$5600000,$20621090,1176924.004592295,1894818.19793049,41.866724354,-87.625961148,"(41.866724354056, -87.625961148378)"
1417,Near North,North Town Village II,1421 N Halsted St,NTV Limited Partnership,284,"Thirty-two (32) buildings to be located on Lots 2, 4-25, 27-30 and 33-36 in the Plat of Subdivision of North Town Village Chicago, Illinois, and which shall contain, as of the completion of construction thereof, 145 multi-family residential dwelling units, 40 of which will comprise the Low-Income Project. The 40 CHA units to be financed with HOME Funds and required to be occupied by Low-Income Families.",10/12/1999,$8600000,$55000000,1170794.987238783,1909451.50485222,41.907015496,-87.648032273,"(41.907015495773, -87.648032273424)"
11732,Calumet Cermak,Prairie Avenue Pocket Park,2103 S Prairie Av,Metropolitan Pier and Exposition Authority,,"Development of a ? acre public park with a playground, water feature, dog-friendly area, and passive plaza space.  The new park will be owned, managed and maintained my MPEA.  CenterPoint Properties donated the $5 million cost of the land, MPEA agreed to cover all long-term operating costs, and $2 million in TIF will cover construction costs.",02/10/2016,$2000000,$7000000,1178437.147367904,1890265.617884172,41.854197442,-87.62054505,"(41.85419744159, -87.620545050309)"
1265,Pilsen Industrial Corridor,Steiner American Linen,2665 S Leavitt St,Steiner Corp.,53,"Located in the Lower West Side community, Steiner American Linen will relocate from their current facility at 225 W. Chestnut to a new 150,000 square foot laundry facility which they will construct. In addition, they will reuse 11,000 square feet of recently constructed storage and truck maintenance space, rehabilitate 10,000 square feet of existing office space, and demolish the existing garage and freight terminal.",05/08/2001,$3560000,$25238110,1162170.385063214,1886261.240552916,41.843564046,-87.680362086,"(41.843564045592, -87.680362085993)"
1527,Central Loop,Lytton Bldg - Chicago Info Tech Exchange,14 E Jackson Bv,"State CITE, L.L.C.",671,"Located in the Loop, the project consists of rehabilitation of a building for use by information technology companies.  The project renovated 121,000 square feet of office space, 25,000 square feet of retail space, exterior facades, and installation of IT improvements.",02/09/1999,$8000000,$36521000,1176557.491878281,1899045.614676228,41.878332921,-87.627178969,"(41.878332921487, -87.627178969182)"
1318,Lakefront,Lake Park Crescent - Phase I - Rental,4100 S Lake Park Av,"Lake Park Crescent, L.P.",123,"New construction of 148 units of mixed-income rental housing in the first phase and 143 units of mixed income for-sale housing in the phases two and three.  The rental phase will consist of twelve 6-flats and one 8-story mid-rise building, with 60 public housing units, 52 affordable units and 36 market-rate units.",07/09/2002,$552000,$38180097,1183868.649615313,1877855.080934984,41.820016708,-87.600997958,"(41.82001670777, -87.60099795813)"
500259,Portage Park,IGA - CPD - Park 0084 - Kilbourn,3501 N Kilbourn Av,Chicago Park District,,"The construction of a new playground at Kilbourn Park including
demolition and removal of old playground equipment and landscaping, purchase and installation
of new playground equipment, landscaping as needed per overall project (restorative and/or
improved), and utility, grading/paving, and drainage as needed per overall project.",02/04/2014,$350000,$350000,1145798.92984936,1922927.007992095,41.944504853,-87.739511109,"(41.944504853272, -87.739511109065)"
1024,71st/Stony Island,Montclare Senior Residences Of Avalon Park Phase 1,1200 E 78th St,"Montclare Senior Residences of Avalon Park Phase I, LLC et al",740,New construction of 102 all affordable senior units consisting of 60 1-bedroom and 42 studio units. Common space on the ground floor includes activity spaces and medical facility.,05/13/2008,$1850000,$22077495,1185587.742157857,1853564.458956389,41.753320861,-87.595456401,"(41.75332086089, -87.595456400865)"
1461,Northwest Industrial Corridor,Brach's - 401 N Cicero,401 N Cicero Av,MLRP 401 Cicero LLC,408,Construct 520k sf LEED certified distribution / light industrial facility with 200 parking spaces,01/08/2008,$10600000,$42676609,1144336.565622997,1902310.796796983,41.887959508,-87.745405669,"(41.887959508176, -87.745405668746)"
1719,Cicero/Archer,IGA - CBE - ADA - Hearst,4640 S Lamon Av,161 N. Clark St. Ltd. Partners,1154,"$2,221,970 in TIF financing to reimburse the Chicago Board of Education of ADA improvements made at Hearst School. Improvements include ramps, doors, fire alarms, lighting, signage and drinking fountains.",04/13/2011,$2219500,$3900733,1144438.1109691,1873241.76554852,41.808188211,-87.745763152,"(41.80818821124, -87.745763152308)"
1761,Near South <Central Station,IGA - CPD - Park 0507 - Coliseum,1466 S Wabash Av,Chicago Park District,2114,The project is an intergovernmental agreement with the Chicago Park District to construct a new playground and expansion of the dog friendly area.,12/23/2013,$500000,$500000,1176966.245348798,1893156.903545811,41.862164701,-87.625856339,"(41.862164701226, -87.625856339048)"
1603,53rd Street,Harper Court Redevelopment,5211 S Harper Av,Vermilion Development,906,"Located in the Hyde Park community, the Harper Court redevelopment project consists of 150,000 square feet of office space, approximately 100,000 square feet of retail space, and 435 parking spaces.  The ground floor retail space will be leased to Chicago-based and national restaurants, entertainment, and apparel uses.  The project will also feature a heath club adding significant daytime and evening traffic to support the retail.",09/14/2010,$20045000,$111888037,1187217.296238536,1870857.37239495,41.80073555,-87.588936218,"(41.80073555015, -87.588936217656)"
1264,Division/Hooker,FedEx - W Division,875 W Division St,Federal Express Corp.,52,"Located in Near North Side community area, the project includes construction of 120,000 square foot sorting and distribution facility.",04/29/1996,$2200000,$12402672,1170021.369852544,1908162.397410816,41.903495034,-87.65091175,"(41.903495034106, -87.650911750297)"
12095,Washington Park,Life Center Artists Residences,63 E Garfield Bv,"Brinshore Development, LLC",,"New Construction Development located at 63-65 E. Garfield Blvd on the SWC of Garfield Blvd. and Michigan Ave. Project will include a mixed-use, mixed-income development and will consist of 58 studio, one, and two bedroom apartments with retail, office, and common area space on the ground floor.",06/13/2017,$6350000,$23325598,1177888.287064265,1868411.761033857,41.794241168,-87.623222523,"(41.794241168135, -87.623222522943)"
1239,45th/Western,Wheatland Tube,2300 W 47th St,John Maneely Company,13,"Located in the New City community, the project replaced a 36,500 square foot existing building on an underutilized portion of its property with a 161,000 square foot warehouse building.",05/28/2002,$1869300,$23533566,1161797.986605546,1873495.847516621,41.808542113,-87.682083819,"(41.808542113012, -87.682083818804)"
1659,Goose Island,WaterSaver Faucet,708 W Erie St,"Raffin Properties, Inc.",1046,"The WaterSaver Faucet II project is located in the River West TIF District. The project consists of rehabilitation and modernization of an existing 79,200 square floor manufacturing facility and a 45,000 square feet, 3-story expansion.",08/10/2010,$5200000,$26227785,1171288.457805243,1904530.578230772,41.893501353,-87.646364311,"(41.893501352738, -87.646364311157)"
10920,Portage Park,4901 W. Irving Park Rd.,4901 W Irving Park Rd,"Irving Park Property Holdings, LLC",,"Located in the Portage Park community, 4901 W. Irving Park is a 71,330 square foot mixed-use development.  The renovated buildings include 4901 W, Irving, a 61,212 square foot, 2-story building, formerly the Bank of America complex, which will house a Binny's, a health club and a theater, and  4925 W. Irving, a 1-story 5,123 square foot building which will house a restaurant.  The 5,000 square foot building at 4939 W. Irving Park will be demolished and replaced with 3,900 square foot commercial building.  A parking lot with 173 spaces will be located behind the bank building.",12/08/2015,$2000000,$14106174,1142947.455430134,1926103.083891035,41.953274022,-87.749912576,"(41.953274021568, -87.749912575953)"
1026,Weed/Fremont,Grossinger,1561 N Fremont St,"Grossinger City Autocorp, Inc.",771,"Located in the Near North community, the project includes renovation of a building to be use as an auto dealer's showroom/sales facility.",01/08/2008,$8500000,$38964167,1169993.575484399,1910637.20486622,41.910286656,-87.650941527,"(41.910286655933, -87.650941527011)"
1690,Near West <Madison/Racine,Gateway Monroe Halsted,14 S Halsted St,"CD-EB/EP Retail JV, LLC",1109,"Located in the Near West community, the project includes construction of approximately 95,125 square feet of retail space that includes 23,530 square feet of ground floor neighborhood retail and approximately 71,595 square feet on the second floor for a grocery store.  The developer has secured a lease with Roundy's Supermarkets, Inc., which is expected to occupy more than 71,000 square feet as the anchor tenant with a Mariano's grocery store.",07/12/2011,$7000000,$42275237,1171016.743826951,1900098.682546455,41.881345907,-87.647492305,"(41.881345907073, -87.647492305226)"
11717,River West,IGA - CTA - Blue Line Modernization - Grand Station,502 N Milwaukee Av,Chicago Transit Authority,,"The scope of work will cover improvements at the Station's street level entry, underground
mezzanine and platform levels.",03/18/2015,$4000000,$13000000,1170889.931582342,1903689.416174716,41.891201897,-87.647852628,"(41.891201897474, -87.647852627647)"
1590,Englewood Mall,Englewood Apts,901 W 63rd St,901 West 63rd L.P. and Mercy Housing Lakefront,828,"Located in the Englewood community area, the project includes construction of a new six-story building with 99 affordable rental units.  The project will provide studio units to the homeless, the disabled and very low-income persons from CHA waiting lists.  Gross rents will be at or below 60% area median income.",10/14/2008,$2000000,$16672386,1171373.661495839,1863023.367787085,41.779599991,-87.64726896,"(41.779599991349, -87.647268959761)"
1676,47th/Ashland,Goldblatt's Sr Living,4700 S Ashland Av,Goldblatts of Chicago L.P.; and AHC Ashland LLC,1068,"Located in the New City community, Goldblatt's Senior Living is a 101-unit supportive living facility for frail elderly aged 65 and over.  The existing building, formerly a Goldblatts department store, will have seventy studio apartments, sixteen one bedroom apartments, and fifteen two bedroom apartments.  The affordable rental project provides 91 units for households earning no more than 60 percent of the area median income.",04/12/2011,$2900000,$28310014,1166423.624284841,1873520.235394001,41.808511597,-87.665117292,"(41.808511597247, -87.665117291733)"
11044,63rd/Ashland,IGA - CBE - Lindblom Academy additional,6100 S Winchester Av,Chicago Public Schools,,"Lindblom Academy Parking Lot, Additional Funding",08/05/2014,$1600000,$2100000,1164364.22794486,1864173.166471642,41.782905776,-87.672934077,"(41.78290577596, -87.672934077392)"
1292,Canal/Congress,550 W Adams - USG,550 W Adams St,550 Adams LLC,86,"The project consists of construction of an 18-story, 471,000 square feet office building for USG corporate headquarters and their affiliates.  The project will also have an 11,000 square feet green roof and LEED certification.",04/13/2004,$9750000,$132340000,1172619.939971972,1899399.792117215,41.879392798,-87.641626177,"(41.87939279811, -87.641626176901)"
1289,89th/State,Chatham Club,19 E 90th St,"Chatham Club, L L C",82,"Located in Chatham community area, the project includes the construction of 143 single family homes, a play lot, and open green space.",05/12/1998,$3600000,$33647500,1178076.919840574,1845311.625150962,41.730847558,-87.623230085,"(41.730847558261, -87.623230085004)"
1230,Ohio/Wabash,Medinah Temple,600 N Wabash Av,"Medinah Temple, Inc. et al",1,"The project includes the rehabilitation of the Medinah Temple Building, Tree Studios Building, Unit Building, and the interior courtyard.  The project constructed a 120,000 square foot home goods store in the Medinah Temple Building and commercial rental property in Unit Building and Tree Studios Building.",09/12/2000,$12700000,$59118000,1176591.971015353,1904220.076863708,41.892531148,-87.626895964,"(41.892531148205, -87.626895964473)"
1322,105th/Vincennes,105th Vincennes,10500 S Vincennes Av,MGM/TGI 105th Street LLC,136,"Located in the Washington Heights community, the project will construct 233 for-sale residential units on a 15 acre site.  There will be 48 affordable units, construction of a park, and street improvements including new interior streets.",12/13/2005,$11900000,$75473873,1168790.431222901,1835128.932536923,41.703109898,-87.657542474,"(41.703109898326, -87.657542473862)"
1452,Read/Dunning,Alter Group,6800 W Irving Park Rd,"The Alter Group, Ltd",383,Develop property for light industrial use.,01/21/1992,$300000,$300000,1130321.152452446,1925866.84663694,41.952852245,-87.796334144,"(41.952852245038, -87.796334144192)"
1678,Pilsen Industrial Corridor,IGA - CPD - Park 0531 - Palmisano,2850 S Halsted St,Chicago Park District,1070,An intergovernmental agreement between the City of Chicago and the Chicago Park District,03/06/2012,$1000000,$1000000,1171394.845460921,1885773.008253753,41.842026854,-87.646524755,"(41.84202685411, -87.646524754828)"
1778,West Irving Park,IGA - CPD - Park 0147 - Portage - II - Landscaping Parking,4100 N Long Av,Chicago Park District,2134,An intergovernmental agreement between the City of Chicago and Chicago Park District.,04/25/2012,$725800,$725800,1139577.656306665,1926748.675784614,41.955107868,-87.762284581,"(41.955107867673, -87.762284581398)"
500250,Central West,IGA - Ellen Gates Starr Park,2306 W Maypole Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,01/15/2014,$730000,$730000,1160870.307632376,1900992.918867292,41.884016233,-87.684724654,"(41.884016232827, -87.684724653917)"
1401,Irving/Cicero,Six Corners S.C.,4000 N Cicero Av,"Six Corners Development, L.L.C.",264,"Located in Portage Park, the project includes demolishing existing structures and construction of a new 117,000 square foot retail space which includes a grocery store and 800 parking spaces.",05/14/1996,$3700000,$19274000,1143616.408740038,1926179.626445182,41.953471538,-87.747451498,"(41.953471538241, -87.747451497756)"
1569,LaSalle Central,Lyric Opera Building,20 N Wacker Dr,Lyric Opera of Chicago,787,"Located in the Loop, the project consists of restoration of the historic exterior doors and storefront windows on the Wacker Drive and Madison Avenue facades of the building.",08/11/2009,$488844,$1479032,1173823.275983418,1900509.390202508,41.882410906,-87.63717471,"(41.882410906485, -87.637174710464)"
